       1       0.01000000       0.00307729       0.00193159
       2       0.02000000       0.00632522       0.00404127
       3       0.03000000       0.00975206       0.00634129
       4       0.04000000       0.01336631       0.00884433
       5       0.05000000       0.01717673       0.01156342
       6       0.06000000       0.02119229       0.01451187
       7       0.07000000       0.02542220       0.01770331
       8       0.08000000       0.02987585       0.02115153
       9       0.09000000       0.03456281       0.02487050
      10       0.10000000       0.03949278       0.02887427
      11       0.11000000       0.04467560       0.03317690
      12       0.12000000       0.05012116       0.03779238
      13       0.13000000       0.05583939       0.04273455
      14       0.14000000       0.06184023       0.04801702
      15       0.15000001       0.06813354       0.05365309
      16       0.16000000       0.07472904       0.05965558
      17       0.17000000       0.08163631       0.06603685
      18       0.18000001       0.08886467       0.07280859
      19       0.19000000       0.09642307       0.07998176
      20       0.20000000       0.10432014       0.08756652
      21       0.20999999       0.11256394       0.09557205
      22       0.22000000       0.12116202       0.10400650
      23       0.23000000       0.13012123       0.11287688
      24       0.23999999       0.13944762       0.12218893
      25       0.25000000       0.14914645       0.13194708
      26       0.25999999       0.15922195       0.14215430
      27       0.27000001       0.16967733       0.15281210
      28       0.28000000       0.18051454       0.16392028
      29       0.28999999       0.19173435       0.17547711
      30       0.30000001       0.20333614       0.18747912
      31       0.31000000       0.21531776       0.19992096
      32       0.31999999       0.22767556       0.21279562
      33       0.33000001       0.24040431       0.22609421
      34       0.34000000       0.25349695       0.23980593
      35       0.34999999       0.26694480       0.25391823
      36       0.36000001       0.28073736       0.26841673
      37       0.37000000       0.29486222       0.28328514
      38       0.38000000       0.30930525       0.29850552
      39       0.38999999       0.32405047       0.31405818
      40       0.40000001       0.33908018       0.32992186
      41       0.41000000       0.35437477       0.34607357
      42       0.41999999       0.36991314       0.36248904
      43       0.43000001       0.38567261       0.37914261
      44       0.44000000       0.40162889       0.39600726
      45       0.44999999       0.41775653       0.41305501
      46       0.46000001       0.43402889       0.43025691
      47       0.47000000       0.45041818       0.44758304
      48       0.47999999       0.46689596       0.46500297
      49       0.49000001       0.48343311       0.48248576
      50       0.50000000       0.50000000       0.50000000
      51       0.50999999       0.51656689       0.51751424
      52       0.51999998       0.53310399       0.53499698
      53       0.52999997       0.54958177       0.55241691
      54       0.54000002       0.56597116       0.56974315
      55       0.55000001       0.58224347       0.58694499
      56       0.56000000       0.59837111       0.60399274
      57       0.56999999       0.61432739       0.62085739
      58       0.57999998       0.63008681       0.63751092
      59       0.58999997       0.64562518       0.65392638
      60       0.60000002       0.66091987       0.67007819
      61       0.61000001       0.67594953       0.68594182
      62       0.62000000       0.69069475       0.70149448
      63       0.63000000       0.70513778       0.71671486
      64       0.63999999       0.71926264       0.73158327
      65       0.64999998       0.73305516       0.74608173
      66       0.66000003       0.74650308       0.76019411
      67       0.67000002       0.75959573       0.77390583
      68       0.68000001       0.77232444       0.78720438
      69       0.69000000       0.78468224       0.80007904
      70       0.69999999       0.79666386       0.81252088
      71       0.70999998       0.80826562       0.82452285
      72       0.72000003       0.81948549       0.83607975
      73       0.73000002       0.83032270       0.84718794
      74       0.74000001       0.84077805       0.85784570
      75       0.75000000       0.85085355       0.86805292
      76       0.75999999       0.86055237       0.87781106
      77       0.76999998       0.86987876       0.88712310
      78       0.77999997       0.87883795       0.89599347
      79       0.79000002       0.88743607       0.90442797
      80       0.80000001       0.89567987       0.91243349
      81       0.81000000       0.90357693       0.92001824
      82       0.81999999       0.91113533       0.92719141
      83       0.82999998       0.91836368       0.93396314
      84       0.83999997       0.92527094       0.94034440
      85       0.85000002       0.93186648       0.94634693
      86       0.86000001       0.93815978       0.95198298
      87       0.87000000       0.94416061       0.95726545
      88       0.88000000       0.94987884       0.96220762
      89       0.88999999       0.95532439       0.96682309
      90       0.89999998       0.96050721       0.97112572
      91       0.91000003       0.96543721       0.97512951
      92       0.92000002       0.97012416       0.97884848
      93       0.93000001       0.97457781       0.98229669
      94       0.94000000       0.97880771       0.98548813
      95       0.94999999       0.98282327       0.98843658
      96       0.95999998       0.98663368       0.99115566
      97       0.97000003       0.99024795       0.99365872
      98       0.98000002       0.99367478       0.99595874
      99       0.99000001       0.99692272       0.99806841
     100       1.00000000       1.00000000       1.00000000
