       1       0.01000000       0.00854840       0.00848378
       2       0.02000000       0.01717481       0.01705112
       3       0.03000000       0.02587855       0.02570109
       4       0.04000000       0.03465890       0.03443275
       5       0.05000000       0.04351510       0.04324512
       6       0.06000000       0.05244635       0.05213715
       7       0.07000000       0.06145179       0.06110778
       8       0.08000000       0.07053052       0.07015588
       9       0.09000000       0.07968161       0.07928032
      10       0.10000000       0.08890407       0.08847987
      11       0.11000000       0.09819688       0.09775332
      12       0.12000000       0.10755897       0.10709937
      13       0.13000000       0.11698921       0.11651673
      14       0.14000000       0.12648646       0.12600404
      15       0.15000001       0.13604950       0.13555991
      16       0.16000000       0.14567708       0.14518288
      17       0.17000000       0.15536794       0.15487153
      18       0.18000001       0.16512073       0.16462433
      19       0.19000000       0.17493406       0.17443974
      20       0.20000000       0.18480654       0.18431620
      21       0.20999999       0.19473670       0.19425209
      22       0.22000000       0.20472306       0.20424578
      23       0.23000000       0.21476407       0.21429560
      24       0.23999999       0.22485815       0.22439981
      25       0.25000000       0.23500371       0.23455672
      26       0.25999999       0.24519907       0.24476452
      27       0.27000001       0.25544260       0.25502147
      28       0.28000000       0.26573250       0.26532568
      29       0.28999999       0.27606706       0.27567532
      30       0.30000001       0.28644451       0.28606856
      31       0.31000000       0.29686298       0.29650342
      32       0.31999999       0.30732064       0.30697801
      33       0.33000001       0.31781564       0.31749040
      34       0.34000000       0.32834602       0.32803857
      35       0.34999999       0.33890986       0.33862054
      36       0.36000001       0.34950523       0.34923434
      37       0.37000000       0.36013008       0.35987786
      38       0.38000000       0.37078244       0.37054910
      39       0.38999999       0.38146027       0.38124597
      40       0.40000001       0.39216156       0.39196644
      41       0.41000000       0.40288416       0.40270834
      42       0.41999999       0.41362604       0.41346959
      43       0.43000001       0.42438510       0.42424810
      44       0.44000000       0.43515919       0.43504168
      45       0.44999999       0.44594619       0.44584822
      46       0.46000001       0.45674401       0.45666560
      47       0.47000000       0.46755043       0.46749161
      48       0.47999999       0.47836334       0.47832412
      49       0.49000001       0.48918060       0.48916099
      50       0.50000000       0.50000000       0.50000000
      51       0.50999999       0.51081940       0.51083901
      52       0.51999998       0.52163663       0.52167585
      53       0.52999997       0.53244954       0.53250836
      54       0.54000002       0.54325602       0.54333443
      55       0.55000001       0.55405381       0.55415178
      56       0.56000000       0.56484081       0.56495832
      57       0.56999999       0.57561490       0.57575190
      58       0.57999998       0.58637393       0.58653038
      59       0.58999997       0.59711580       0.59729163
      60       0.60000002       0.60783847       0.60803359
      61       0.61000001       0.61853973       0.61875403
      62       0.62000000       0.62921756       0.62945090
      63       0.63000000       0.63986992       0.64012214
      64       0.63999999       0.65049477       0.65076566
      65       0.64999998       0.66109011       0.66137943
      66       0.66000003       0.67165401       0.67196146
      67       0.67000002       0.68218439       0.68250963
      68       0.68000001       0.69267936       0.69302199
      69       0.69000000       0.70313702       0.70349658
      70       0.69999999       0.71355549       0.71393144
      71       0.70999998       0.72393291       0.72432464
      72       0.72000003       0.73426753       0.73467435
      73       0.73000002       0.74455743       0.74497856
      74       0.74000001       0.75480093       0.75523548
      75       0.75000000       0.76499629       0.76544328
      76       0.75999999       0.77514183       0.77560017
      77       0.76999998       0.78523591       0.78570439
      78       0.77999997       0.79527691       0.79575419
      79       0.79000002       0.80526332       0.80574793
      80       0.80000001       0.81519347       0.81568381
      81       0.81000000       0.82506594       0.82556026
      82       0.81999999       0.83487927       0.83537567
      83       0.82999998       0.84463205       0.84512846
      84       0.83999997       0.85432289       0.85481709
      85       0.85000002       0.86395053       0.86444012
      86       0.86000001       0.87351356       0.87399597
      87       0.87000000       0.88301079       0.88348327
      88       0.88000000       0.89244103       0.89290062
      89       0.88999999       0.90180310       0.90224667
      90       0.89999998       0.91109590       0.91152011
      91       0.91000003       0.92031842       0.92071971
      92       0.92000002       0.92946950       0.92984413
      93       0.93000001       0.93854822       0.93889223
      94       0.94000000       0.94755365       0.94786285
      95       0.94999999       0.95648489       0.95675487
      96       0.95999998       0.96534108       0.96556723
      97       0.97000003       0.97412148       0.97429894
      98       0.98000002       0.98282521       0.98294890
      99       0.99000001       0.99145161       0.99151622
     100       1.00000000       1.00000000       1.00000000
